ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000004.SZ,20230206,10.15,10.19,10.04,10.06,10.16,-0.1,-0.9843,14903.5,15050.439
000004.SZ,20230203,10.2,10.24,10.0,10.16,10.2,-0.04,-0.3922,21208.51,21465.33
000004.SZ,20230203,10.2,10.24,10.0,10.16,10.2,-0.04,-0.3922,21208.51,21465.33
000004.SZ,20230203,10.2,10.24,10.0,10.16,10.2,-0.04,-0.3922,21208.51,21465.33
000004.SZ,20230203,10.2,10.24,10.0,10.16,10.2,-0.04,-0.3922,21208.51,21465.33
000004.SZ,20230203,10.2,10.24,10.0,10.16,10.2,-0.04,-0.3922,21208.51,21465.33
000004.SZ,20230203,10.2,10.24,10.0,10.16,10.2,-0.04,-0.3922,21208.51,21465.33
000004.SZ,20230203,10.2,10.24,10.0,10.16,10.2,-0.04,-0.3922,21208.51,21465.33
000004.SZ,20230203,10.2,10.24,10.0,10.16,10.2,-0.04,-0.3922,21208.51,21465.33
